CODE,Omschrijving
32344260-6,Radio- en multiplexuitrusting
32344270-9,Radio- en telefooncontrolesysteem
32344280-2,Draagbare radio's
32350000-1,Delen van audio- en video-uitrusting
32351000-8,Toebehoren van audio- en video-uitrusting
32351100-9,Videomontage-uitrusting
32351200-0,Schermen
32351300-1,Toebehoren voor audioapparatuur
32351310-4,Geluidscassettes
32352000-5,Antennes en reflectoren
32352100-6,Delen van radio- en radaruitrusting
32352200-7,Onderdelen en toebehoren voor radaruitrusting
32353000-2,Geluidsopnamen
32353100-3,Grammofoonplaten
32353200-4,Muziekcassettes
32354000-9,Filmproducten
32354100-0,Film voor radiologie
32354110-3,Röntgenfilm
32354120-6,Blauwediazofilm
32354200-1,Cinematografische film
32354300-2,Fotografische film
32354400-3,Directklaarfilm
32354500-4,Videofilms
32354600-5,Videocassettes
32354700-6,Videobanden
32354800-7,Krimpfolie
32360000-4,Intercomuitrusting
32400000-7,Netwerken
32410000-0,Lokaal netwerk
32411000-7,Token-ringnetwerk
32412000-4,Communicatienetwerk
32412100-5,Telecommunicatienetwerk
32412110-8,Internetnetwerk
32412120-1,Intranetnetwerk
32413000-1,Geïntegreerd netwerk
32413100-2,Netwerkrouters
32415000-5,Ethernetnetwerk
32416000-2,ISDN-netwerk
32416100-3,ISDX-netwerk
32417000-9,Multimedianetwerken
32418000-6,Radionetwerk
32420000-3,Netwerkuitrusting
32421000-0,Netwerkbekabeling
32422000-7,Netwerkcomponenten
32423000-4,Netwerkhubs
32424000-1,Netwerkinfrastructuur
32425000-8,Netwerkbesturingssysteem
32426000-5,Netwerkpublicatiesysteem
32427000-2,Netwerksysteem
32428000-9,Netwerk-upgrade
32429000-6,Uitrusting voor telefoonnetwerk
32430000-6,Wide area netwerk
32440000-9,Telemetrie- en terminaluitrusting
32441000-6,Telemetrie-uitrusting
32441100-7,Telemetrisch bewakingssysteem
32441200-8,Telemetrie- en controle-uitrusting
32441300-9,Telematicasysteem
32442000-3,Terminaluitrusting
32442100-4,Klemmenborden
32442200-5,Aansluitkasten
32442300-6,Terminalemulatoren
32442400-7,Aansluitklemmen
32500000-8,Telecommunicatiebenodigdheden
32510000-1,Systeem voor draadloze telecommunicatie
32520000-4,Telecommunicatiekabels en -uitrusting
32521000-1,Telecommunicatiekabel
32522000-8,Telecommunicatie-uitrusting
32523000-5,Telecommunicatiefaciliteiten
32524000-2,Telecommunicatiesysteem
32530000-7,Uitrusting ten behoeve van satellietcommunicatie
32531000-4,Satellietcommunicatie-uitrusting
32532000-1,Satellietschotels
32533000-8,Satellietgrondstations
32534000-5,Satellietplatforms
32540000-0,Schakelborden
32541000-7,Schakelborduitrusting
32542000-4,Schakelbordpanelen
32543000-1,Interne telefooncentrales
32544000-8,PABX-uitrusting
32545000-5,PABX-systemen
32546000-2,Digitale schakeluitrusting
32546100-3,Digitale schakelborden
32547000-9,Vacuümschakelborden
32550000-3,Telefoonuitrusting
32551000-0,Telefoonkabels en bijbehorende uitrusting
32551100-1,Telefoonaansluitingen
32551200-2,Telefooncentrales
32551300-3,Telefoonhoofdsets
32551400-4,Telefoonnetwerk
32551500-5,Telefoonkabels
32552000-7,Elektrische toestellen voor lijntelefonie of lijntelegrafie
32552100-8,Telefoontoestellen
32552110-1,Draadloze telefoons
32552120-4,Praatpalen
32552130-7,Openbare telefoons
32552140-0,Uitrusting voor munttelefoontoestellen
32552150-3,Telefoons voor visueel gehandicapten
32552160-6,Telefoons voor slechthorenden
32552200-9,Teleprinters
32552300-0,Schakelapparatuur voor telefonie en telegrafie
32552310-3,Digitaletelefooncentrales
32552320-6,Multiplexers
32552330-9,Telefoonschakelapparatuur
32552400-1,Omzettingsapparatuur voor audiosignalen
32552410-4,Modems
32552420-7,Frequentieomvormers
32552430-0,Codeeruitrusting
32552500-2,Teleteksttoestellen
32552510-5,Videotekstterminals
32552520-8,Telexuitrusting
32552600-3,Parlofoons
32553000-4,Delen van elektrische toestellen voor telefonie of telegrafie
32560000-6,Glasvezelmateriaal
32561000-3,Glasvezelverbindingen
32562000-0,Glasvezelkabels
32562100-1,Glasvezelkabels voor informatietransmissie
32562200-2,Optische telecommunicatiekabels
32562300-3,Glasvezelkabels voor datatransmissie
32570000-9,Communicatie-uitrusting
32571000-6,Communicatie-infrastructuur
32572000-3,Communicatiekabels
32572100-4,Communicatiekabel met meervoudige elektrische geleiders
32572200-5,Communicatiekabel met coaxiale geleiders
32572300-6,Communicatiekabel voor bijzondere toepassingen
32573000-0,Communicatiecontrolesysteem
32580000-2,Gegevensuitrusting
32581000-9,Gegevenscommunicatie-uitrusting
32581100-0,Datatransmissiekabel
32581110-3,Datatransmissiekabel met meervoudige elektrische geleiders
32581120-6,Datatransmissiekabel met coaxiale geleiders
32581130-9,Datatransmissiekabel voor bijzondere toepassingen
32581200-1,Faxapparatuur
32581210-4,Toebehoren en delen voor faxapparatuur
32582000-6,Gegevensdragers
32583000-3,Gegevens- en stemmedia
32584000-0,Gegevensdragende media
33000000-0,"Medische apparatuur, farmaceutische artikelen en artikelen voor lichaamsverzorging"
33100000-1,Medische apparatuur
33110000-4,"Beeldvormingsapparatuur voor medisch, tandheelkundig en diergeneeskundig gebruik"
33111000-1,Röntgenapparatuur
33111100-2,Röntgentafel
33111200-3,Röntgenwerkstations
33111300-4,Röntgenontwikkelingsapparaten
33111400-5,Röntgenfluoroscopieapparaten
33111500-6,Gebitsröntgen
33111600-7,Instrumenten voor radiografie
33111610-0,Unit voor magnetische resonantie
33111620-3,Gammacamera's
33111640-9,Thermografen
33111650-2,Instrumenten voor mammografie
33111660-5,Botdensitometers
33111700-8,Angiografieruimte
33111710-1,Benodigdheden voor angiografie
33111720-4,Instrumenten voor angiografie
33111721-1,Apparatuur voor digitale angiografie
33111730-7,Benodigdheden voor angioplastie
33111740-0,Instrumenten voor angioplastie
33111800-9,Systeem voor röntgendiagnostiek
33112000-8,"Beeldvormingsapparatuur met behulp van echo, ultrageluid en doppler"
33112100-9,Ultrasone harttonendetector
33112200-0,Echograaf
33112300-1,Ultrageluidscanners
33112310-4,Kleuren-Doppler
33112320-7,Doppleruitrusting
33112330-0,Echo-encefalografen
33112340-3,Echocardiografen
33113000-5,Kernspinresonantie-uitrusting
33113100-6,Magnetischeresonantiescanners
33113110-9,Kernspinresonantiescanners
33114000-2,Instrumentarium voor spectroscopie
33115000-9,Instrumentarium voor tomografie
33115100-0,Computertomografiescanners
33115200-1,CAT-scanners
33120000-7,Opnamesystemen en onderzoekinstrumenten
33121000-4,Ambulant langetermijnregistratiesysteem
33121100-5,Eeg-apparaten
33121200-6,Scintigrafie-instrumenten
33121300-7,Elektromyografen
33121400-8,Audiometers
33121500-9,Elektrocardiogram
33122000-1,Oogheelkundige apparatuur
33123000-8,Instrumentarium voor hart- en vaatonderzoek
33123100-9,Bloeddrukmeter
33123200-0,Instrumentarium voor elektrocardiografie
33123210-3,Hartbewakingssysteem
33123220-6,Apparatuur voor angiocardiografie
33123230-9,Cardiografen
33124000-5,Instrumentarium en benodigdheden voor diagnostiek en radiodiagnostiek
33124100-6,Diagnostisch instrumentarium
33124110-9,Diagnosesystemen
33124120-2,Ultrageluidsinstrumentarium voor diagnostische doeleinden
33124130-5,Diagnostische benodigdheden
33124131-2,Reageerstrips
33124200-7,Instrumentarium voor radiodiagnostiek
33124210-0,Benodigdheden voor radiodiagnostiek
33125000-2,Instrumentarium voor urologisch onderzoek
33126000-9,Instrumentarium voor stomatologie
33127000-6,Instrumentarium voor immunoanalyse
33128000-3,Medische laser voor andere dan chirurgische doeleinden
33130000-0,Instrumentarium en apparatuur voor tandheelkundig en daaronder vallend gebruik
33131000-7,Handinstrumenten voor tandarts
33131100-8,Instrumentarium voor kaakchirurgie
33131110-1,"Tangen, borsteltjes, retractors en bruneerders voor tandheelkundig gebruik"
33131111-8,Tangen voor tandheelkundig gebruik
33131112-5,Borsteltjes voor tandheelkundig gebruik
33131113-2,Retractors voor tandheelkundig gebruik
33131114-9,Bruneerders voor tandheelkundig gebruik
33131120-4,"Sondes, wortelheffers en excavators voor kaakcryochirurgie"
33131121-1,Units voor kaakcryochirurgie
33131122-8,Tandsondes
33131123-5,Wortelheffers
33131124-2,Tandexcavators
33131130-7,Vingerbeschermers en extractietangen voor tandheelkundig gebruik
33131131-4,Vingerbeschermers voor tandheelkundig gebruik
33131132-1,Extractietangen voor tandheelkundig gebruik
33131140-0,Tandspiegeltjes en -ruimers
33131141-7,Tandspiegeltjes
33131142-4,Tandruimers
33131150-3,"Apexhaken, scalers en andere tandsteenverwijderaars"
33131151-0,Apexhaken
33131152-7,Scalers
33131153-4,Tandsteenverwijderaars
33131160-6,Scharen en messen voor tandheelkundig gebruik
33131161-3,Scharen voor tandheelkundig gebruik
33131162-0,Messen voor tandheelkundig gebruik
33131170-9,"Spatels, pincetten en wasmodelleerders voor tandheelkundig gebruik"
33131171-6,Spatels voor tandheelkundig gebruik
33131172-3,Pincetten voor tandheelkundig gebruik
33131173-0,Tandtechnische wasmodelleerders
33131200-9,Hechtnaald voor kaakchirurgie
33131300-0,Tandartsinstrumentarium voor eenmalig gebruik
33131400-1,Tandsonde
33131500-2,Tandextractie-instrument
33131510-5,Tandboren
33131600-3,Instrument voor tandvulling
33132000-4,Tandimplantaat
33133000-1,Toebehoren voor tandafdrukken
33134000-8,Klein materiaal voor endodontologie
33135000-5,Orthodontie-instrumenten
33136000-2,Draai- en slijpinstrumentarium
33137000-9,Toebehoren voor tandprofylaxe
33138000-6,Producten voor gebitsprothesen en gebitsregulatie
33138100-7,Kunstgebitten
33140000-3,Medische verbruiksartikelen
33141000-0,Niet-chemische medische gebruiksgoederen voor eenmalig gebruik en verbruiksartikelen voor hematologie
33141100-1,"Verband; levering van clips, hechtdraad, ligatuur"
33141110-4,Verband
33141111-1,Zelfklevend verband
33141112-8,Hechtpleisters
33141113-4,Bandages
33141114-2,Medicinaal gaas
33141115-9,Medicinale watten
33141116-6,Verpakte kompressen
33141117-3,Watten
33141118-0,Wiscompressen
33141119-7,Compressen
33141120-7,"Clips, hechtdraad, ligatuur"
33141121-4,Hechtdraad
33141122-1,Hechtkrammen
33141123-8,Afvalbakken voor scherpe voorwerpen
33141124-5,Pads voor scharen en messen
33141125-2,Materiaal voor chirurgische hechtingen
33141126-9,Ligatuur
33141127-6,Resorbeerbare hemostatica
33141128-3,Hechtnaalden
33141200-2,Katheters
33141210-5,Ballonkatheters
33141220-8,Canules
33141230-1,Dilatoria
33141240-4,Cathetertoebehoren
33141300-3,"Venapunctie, instrumenten voor bloedafname"
33141310-6,Injectiespuiten
33141320-9,Naalden voor medisch gebruik
33141321-6,Naalden voor anesthesie
33141322-3,Arteriële naalden
33141323-0,Biopsienaalden
33141324-7,Dialysenaalden
33141325-4,Fistelnaalden
33141326-1,Naalden voor radiologisch gebruik
33141327-8,Open naalden
33141328-5,Epidurale naalden
33141329-2,Amniocentesenaalden
33141400-4,Draadschaar en bistouri; operatiehandschoenen
33141410-7,Draadschaar en bistouri
33141411-4,Scalpels en mesjes
33141420-0,Operatiehandschoenen
33141500-5,Verbruiksartikelen voor hematologie
33141510-8,Bloedproducten
33141520-1,Plasma-extracten
33141530-4,Bloedstollingsmiddelen
33141540-7,Albumine
33141550-0,Heparine
33141560-3,Menselijke organen
33141570-6,Menselijk bloed
33141580-9,Dierlijk bloed
33141600-6,"Opvangbakjes en -zakjes, drainagesets en kits"
33141610-9,Opvangzakjes
33141613-0,Bloedzakjes
33141614-7,Plasmazakjes
33141615-4,Urinezakjes
33141620-2,Medische sets
33141621-9,Incontinentieset
33141622-6,Aids-preventiesets
33141623-3,EHBO-trommels
33141624-0,Toedieningssets
33141625-7,Diagnosesets
33141626-4,Doseersets
33141630-5,Bloedplasmafilters
33141640-8,Drains
33141641-5,Sondes
33141642-2,Drainagetoebehoren
33141700-7,Orthopedische benodigdheden
33141710-0,Krukken
33141720-3,Loophulpmiddelen
33141730-6,Orthopedische kragen
33141740-9,Orthopedisch schoeisel
33141750-2,Kunstgewrichten
33141760-5,Spalken
33141770-8,"Hulpmiddelen voor botbreuken, pinnen en platen"
33141800-8,Verbruiksartikelen voor gebitsverzorging
33141810-1,Materialen voor tandvulling
33141820-4,Tanden
33141821-1,Porseleinen tanden
33141822-8,Tanden van acryl
33141830-7,Cementbasis
33141840-0,Hemostaticum voor tandheelkundig gebruik
33141850-3,Tandhygiëneproducten
33141900-9,Bloedlancetten
33150000-6,"Apparatuur voor radiotherapie, mechanotherapie, elektrotherapie en fysiotherapie"
33151000-3,Instrumentarium en benodigdheden voor radiotherapie
33151100-4,Instrumentarium voor gammatherapie
33151200-5,Instrumentarium voor röntgentherapie
33151300-6,Spectrografen
33151400-7,Benodigdheden voor radiotherapie
33152000-0,Couveuses
33153000-7,Niersteenvergruizer
33154000-4,Apparatuur voor mechanotherapie
33155000-1,Apparatuur voor fysiotherapie
33156000-8,Materiaal voor psychologische tests
33157000-5,Instrumentarium voor gastherapie en beademing
33157100-6,Maskers voor medicinale gassen
33157110-9,Zuurstofmasker
33157200-7,Zuurstofkits
33157300-8,Zuurstoftenten
33157400-9,Medicinale beademingsapparatuur
33157500-0,Hyperbarische kamers
33157700-2,Gas-wasfles
33157800-3,Unit voor het toedienen van zuurstof
33157810-6,Zuurstoftherapie-unit
33158000-2,"Apparatuur voor elektrische, elektromagnetische en mechanische behandeling"
33158100-3,Elektromagnetische unit
33158200-4,Instrumentarium voor elektrotherapie
33158210-7,Stimulator
33158300-5,Medische apparatuur met uv-straling
33158400-6,Unit voor mechanotherapie
33158500-7,Medische apparatuur met IR-straling
33159000-9,Systeem voor klinische chemie
33160000-9,Operatietechniek
33161000-6,Unit voor elektrochirurgie
33162000-3,Apparatuur en instrumentarium voor OK
33162100-4,Instrumentarium voor OK
33162200-5,OK-instrumenten
33163000-0,Tent voor medische doeleinden
33164000-7,Apparatuur voor coelioscopie
33164100-8,Colposcoop
33165000-4,Apparatuur voor cryochirurgie en cryotherapie
33166000-1,Apparatuur voor dermatologie
33167000-8,Operatielampen
33168000-5,Apparatuur voor endoscopie en endochirurgie
33168100-6,Endoscopen
33169000-2,Chirurgische instrumenten
33169100-3,Chirurgische laser
33169200-4,Mandjes voor heelkundig gebruik
33169300-5,Bakjes voor heelkundig gebruik
33169400-6,Containers voor heelkundig gebruik
33169500-7,Heelkundige opsporings- en traceringssystemen
33170000-2,Anesthesie en recovery
33171000-9,Instrumentarium voor anesthesie en reanimatie
33171100-0,Instrumenten voor anesthesie
33171110-3,Anesthesiemasker
33171200-1,Instrumentarium voor reanimatie
33171210-4,Reanimatiemasker
33171300-2,Kits of pakketten voor epidurale ingreep
33172000-6,Apparatuur voor anesthesie en reanimatie
33172100-7,Instrumentarium voor anesthesie
33172200-8,Apparatuur voor reanimatie
33180000-5,Functionele ondersteuning
33181000-2,Apparatuur voor nierdialyse
33181100-3,Apparatuur voor hemodialyse
33181200-4,Dialysefilters
33181300-5,Patiëntmonitoren voor hemodialyse
33181400-6,Meerpatiëntendialyseapparatuur
33181500-7,Verbruiksartikelen voor nierbehandeling
33181510-0,Nierdialysevloeistof
33181520-3,Verbruiksartikelen voor nierdialyse
33182000-9,Apparatuur voor hartondersteuning
33182100-0,Defibrillator
33182200-1,Apparatuur voor hartstimulatie
33182210-4,Pacemakers
33182220-7,Hartkleppen
33182230-0,Ventrikels
33182240-3,Onderdelen en toebehoren voor pacemakers
33182241-0,Batterijen voor pacemakers
33182300-2,Apparatuur voor hartchirurgie
33182400-3,Röntgenapparatuur voor hartonderzoek
33183000-6,Orthopedische hulpmiddelen
33183100-7,Orthopedische implantaten
33183200-8,Orthopedische protheses
33183300-9,Apparatuur voor osteosynthese
33184000-3,Kunstmatige lichaamsdelen
33184100-4,Chirurgische implantaten
33184200-5,Vasculaire protheses
33184300-6,Hartprotheses
33184400-7,Borstprotheses
33184410-0,Inwendige borstprotheses
33184420-3,Uitwendige borstprotheses
33184500-8,Coronaire endoprotheses
33184600-9,Kunstogen
33185000-0,Gehoorapparaten
33185100-1,Onderdelen en toebehoren voor gehoorapparaten
33185200-2,Binnenoorimplantaten
33185300-3,KNO-implantaten
33185400-4,Kunststrottenhoofden
33186000-7,Hart-longmachine
33186100-8,Zuurstofapparaat
33186200-9,Verwarming van bloed en vloeistoffen
33190000-8,Diverse medische instrumenten en producten
33191000-5,"Instrumentarium voor sterilisatie, desinfectie en reiniging"
33191100-6,Sterilisator
33191110-9,Autoclaven
33192000-2,Meubilair voor medische doeleinden
33192100-3,Hospitaalbedden
33192110-6,Orthopedische bedden
33192120-9,Ziekenhuisbedden
33192130-2,Bedden met verstelmotor
33192140-5,Divans voor psychiatrie
33192150-8,Bedden voor therapeutische doeleinden
33192160-1,Brancards
33192200-4,Medische tafels
33192210-7,Onderzoektafels
33192230-3,Operatietafels
33192300-5,"Medisch meubilair, met uitzondering van bedden en tafels"
33192310-8,Tractie- of ophanguitrusting voor medische bedden
33192320-1,Urinefleshouders
33192330-4,Infuusstatieven
33192340-7,"Meubilair voor OK, met uitzondering van tafels"
33192350-0,Cel voor medische culturen
33192400-6,Tandartsunits
33192410-9,Tandartsstoelen
33192500-7,Reageerbuisjes
33192600-8,Hefwerktuigen voor de gezondheidszorg
33193000-9,"Invalidewagentjes, rolstoelen en bijbehorende apparatuur"
33193100-0,Invalidewagentjes en rolstoelen
33193110-3,Invalidewagentjes
33193120-6,Rolstoelen
33193121-3,Gemotoriseerde rolstoelen
33193200-1,Onderdelen en toebehoren voor invalidewagentjes en rolstoelen
33193210-4,Onderdelen en toebehoren voor invalidewagentjes
33193211-1,Motoren voor invalidewagentjes
33193212-8,Stuurmechanismen voor invalidenwagentjes
33193213-5,Besturingsmechanismen voor invalidenwagentjes
33193214-2,Onderstellen voor invalidenwagentjes
33193220-7,Onderdelen en toebehoren voor rolstoelen
33193221-4,Kussens voor rolstoelen
33193222-1,Frames voor rolstoelen
33193223-8,Zittingen voor rolstoelen
33193224-5,Wielen voor rolstoelen
33193225-2,Rolstoelbanden
33194000-6,Apparatuur en instrumentarium voor transfusie en infuus
33194100-7,Apparatuur en instrumentarium voor infuus
33194110-0,Infuuspompen
33194120-3,Infusieartikelen
33194200-8,Apparatuur en instrumentarium voor transfusie
33194210-1,Apparatuur voor bloedtransfusie
33194220-4,Benodigdheden voor bloedtransfusie
33195000-3,Patiëntenbewakingssysteem
33195100-4,Monitoren
33195110-7,Ademhalingsmonitoren
33195200-5,Centraal bewakingsstation
33196000-0,Medische hulpmiddelen
33196100-1,Hulpmiddelen voor ouderen
33196200-2,Hulpmiddelen voor gehandicapten
33197000-7,Medische computeruitrusting
